Text,Labels,Normalisasi,Tokenized_Text,Stemmed_Text
bilang pilpres amp curang bukti bilang jokowi periode bukti bilang jokowi tunda milu bukti ganti bilang kpu atur ganjar erick thohir menang pilpres daftar kpu aja amp calon ganjar erick,positif,bilang pilpres amp curang bukti bilang jokowi periode bukti bilang jokowi tunda milu bukti ganti bilang kpu atur ganjar erick thohir menang pilpres daftar kpu saja amp calon ganjar erick,"['bilang', 'pilpres', 'amp', 'curang', 'bukti', 'bilang', 'jokowi', 'periode', 'bukti', 'bilang', 'jokowi', 'tunda', 'milu', 'bukti', 'ganti', 'bilang', 'kpu', 'atur', 'ganjar', 'erick', 'thohir', 'menang', 'pilpres', 'daftar', 'kpu', 'saja', 'amp', 'calon', 'ganjar', 'erick']","['bilang', 'pilpr', 'amp', 'curang', 'bukti', 'bilang', 'jokowi', 'period', 'bukti', 'bilang', 'jokowi', 'tunda', 'milu', 'bukti', 'ganti', 'bilang', 'kpu', 'atur', 'ganjar', 'erick', 'thohir', 'menang', 'pilpr', 'daftar', 'kpu', 'saja', 'amp', 'calon', 'ganjar', 'erick']"
pikir tunda milu resiko perang sipil by people power pakai poles byr lembaga survey tipu hitung lembaga korup,positif,pikir tunda milu resiko perang sipil by people power pakai poles byr lembaga survey tipu hitung lembaga korup,"['pikir', 'tunda', 'milu', 'resiko', 'perang', 'sipil', 'by', 'people', 'power', 'pakai', 'poles', 'byr', 'lembaga', 'survey', 'tipu', 'hitung', 'lembaga', 'korup']","['pikir', 'tunda', 'milu', 'resiko', 'perang', 'sipil', 'by', 'peopl', 'power', 'pakai', 'pole', 'byr', 'lembaga', 'survey', 'tipu', 'hitung', 'lembaga', 'korup']"
tunda milu rakyat baik ubah    ,positif,tunda milu rakyat baik ubah,"['tunda', 'milu', 'rakyat', 'baik', 'ubah']","['tunda', 'milu', 'rakyat', 'baik', 'ubah']"
tri ga tunda milu dah nyolong start duluan takud gk bagi            ,positif,tri tidak tunda milu deh mencolong start duluan takud tidak bagi,"['tri', 'tidak', 'tunda', 'milu', 'deh', 'mencolong', 'start', 'duluan', 'takud', 'tidak', 'bagi']","['tri', 'tidak', 'tunda', 'milu', 'deh', 'mencolong', 'start', 'duluan', 'takud', 'tidak', 'bagi']"
drama rp t jatah uang tuyul next sinetron kpk vs polisi dadak milu tunda heheh,negatif,drama rp t jatah uang tuyul next sinetron kpk vs polisi dadak milu tunda heheh,"['drama', 'rp', 't', 'jatah', 'uang', 'tuyul', 'next', 'sinetron', 'kpk', 'vs', 'polisi', 'dadak', 'milu', 'tunda', 'heheh']","['drama', 'rp', 't', 'jatah', 'uang', 'tuyul', 'next', 'sinetron', 'kpk', 'vs', 'polisi', 'dadak', 'milu', 'tunda', 'heheh']"
pantesan yg ngotot milu tunda,positif,pantesan yang ngotot milu tunda,"['pantesan', 'yang', 'ngotot', 'milu', 'tunda']","['pantesan', 'yang', 'ngotot', 'milu', 'tunda']"
pdi p calon ganjar mahfud menko yg bidang hukum diam gonjang ganjing periode tunda milu,positif,pdi p calon ganjar mahfud menko yang bidang hukum diam gonjang ganjing periode tunda milu,"['pdi', 'p', 'calon', 'ganjar', 'mahfud', 'menko', 'yang', 'bidang', 'hukum', 'diam', 'gonjang', 'ganjing', 'periode', 'tunda', 'milu']","['pdi', 'p', 'calon', 'ganjar', 'mahfud', 'menko', 'yang', 'bidang', 'hukum', 'diam', 'gonjang', 'ganj', 'period', 'tunda', 'milu']"
selamat kubur hidup tunda milu periode krn deklarasi jago emak tinggal kib kir rapat aja salah calon,positif,selamat kubur hidup tunda milu periode karena deklarasi jago emak tinggal kib kir rapat saja salah calon,"['selamat', 'kubur', 'hidup', 'tunda', 'milu', 'periode', 'karena', 'deklarasi', 'jago', 'emak', 'tinggal', 'kib', 'kir', 'rapat', 'saja', 'salah', 'calon']","['selamat', 'kubur', 'hidup', 'tunda', 'milu', 'period', 'karena', 'deklarasi', 'jago', 'emak', 'tinggal', 'kib', 'kir', 'rapat', 'saja', 'salah', 'calon']"
wacana tunda milu stop periode henti tinggal tunggu geliat komisi prabowo cs,positif,wacana tunda milu stop periode henti tinggal tunggu geliat komisi prabowo cs,"['wacana', 'tunda', 'milu', 'stop', 'periode', 'henti', 'tinggal', 'tunggu', 'geliat', 'komisi', 'prabowo', 'cs']","['wacana', 'tunda', 'milu', 'stop', 'period', 'henti', 'tinggal', 'tunggu', 'geliat', 'komisi', 'prabowo', 'cs']"
hasrat milu tunda muncul putus adil negri jakpus yg kontroversial milu tunda jegal pencapresan muncul putus ma yg kontroversial tunggu,positif,hasrat milu tunda muncul putus adil negeri jakpus yang kontroversial milu tunda jegal pencapresan muncul putus sama yang kontroversial tunggu,"['hasrat', 'milu', 'tunda', 'muncul', 'putus', 'adil', 'negeri', 'jakpus', 'yang', 'kontroversial', 'milu', 'tunda', 'jegal', 'pencapresan', 'muncul', 'putus', 'sama', 'yang', 'kontroversial', 'tunggu']","['hasrat', 'milu', 'tunda', 'muncul', 'putu', 'adil', 'negeri', 'jakpu', 'yang', 'kontroversi', 'milu', 'tunda', 'jegal', 'pencapresan', 'muncul', 'putu', 'sama', 'yang', 'kontroversi', 'tunggu']"
selamat bu mega calon ganjar ganjer jd capres jd rakyat bhw milu tdk priode tunda milu mdh an milu sambut riaang gembira selamat lebaran h,positif,selamat bu mega calon ganjar ganjer jadi capres jadi rakyat bahwa milu tidak priode tunda milu mdh an milu sambut riaang gembira selamat lebaran h,"['selamat', 'bu', 'mega', 'calon', 'ganjar', 'ganjer', 'jadi', 'capres', 'jadi', 'rakyat', 'bahwa', 'milu', 'tidak', 'priode', 'tunda', 'milu', 'mdh', 'an', 'milu', 'sambut', 'riaang', 'gembira', 'selamat', 'lebaran', 'h']","['selamat', 'bu', 'mega', 'calon', 'ganjar', 'ganjer', 'jadi', 'capr', 'jadi', 'rakyat', 'bahwa', 'milu', 'tidak', 'priod', 'tunda', 'milu', 'mdh', 'an', 'milu', 'sambut', 'riaang', 'gembira', 'selamat', 'lebaran', 'h']"
abai voting khawatir anis ab yg unggul milu tunda,positif,abai voting khawatir anis ab yang unggul milu tunda,"['abai', 'voting', 'khawatir', 'anis', 'ab', 'yang', 'unggul', 'milu', 'tunda']","['abai', 'vote', 'khawatir', 'ani', 'ab', 'yang', 'unggul', 'milu', 'tunda']"
april kartini megawai kubur wacana tunda milu demokrasi selamat,positif,april kartini megawai kubur wacana tunda milu demokrasi selamat,"['april', 'kartini', 'megawai', 'kubur', 'wacana', 'tunda', 'milu', 'demokrasi', 'selamat']","['april', 'kartini', 'megawai', 'kubur', 'wacana', 'tunda', 'milu', 'demokrasi', 'selamat']"
yg ramai goreng isu milu tunda baris bolak nitip aja isu curang nyak bosen,negatif,yang ramai goreng isu milu tunda baris bolak nitip saja isu curang nyak bosan,"['yang', 'ramai', 'goreng', 'isu', 'milu', 'tunda', 'baris', 'bolak', 'nitip', 'saja', 'isu', 'curang', 'nyak', 'bosan']","['yang', 'ramai', 'goreng', 'isu', 'milu', 'tunda', 'bari', 'bolak', 'nitip', 'saja', 'isu', 'curang', 'nyak', 'bosan']"
so ga jd periode amp tunda milu niiih,positif,sok tidak jadi periode amp tunda milu nih,"['sok', 'tidak', 'jadi', 'periode', 'amp', 'tunda', 'milu', 'nih']","['sok', 'tidak', 'jadi', 'period', 'amp', 'tunda', 'milu', 'nih']"
tunda milu sdh basi,negatif,tunda milu sudah basi,"['tunda', 'milu', 'sudah', 'basi']","['tunda', 'milu', 'sudah', 'basi']"
lawan ya kuasa yg maren ken periode ken tunda milu,positif,lawan ya kuasa yang maren ken periode ken tunda milu,"['lawan', 'ya', 'kuasa', 'yang', 'maren', 'ken', 'periode', 'ken', 'tunda', 'milu']","['lawan', 'ya', 'kuasa', 'yang', 'maren', 'ken', 'period', 'ken', 'tunda', 'milu']"
andi arief ganjar capres kubur tunda milu demokrasi selamat,positif,andi arief ganjar capres kubur tunda milu demokrasi selamat,"['andi', 'arief', 'ganjar', 'capres', 'kubur', 'tunda', 'milu', 'demokrasi', 'selamat']","['andi', 'arief', 'ganjar', 'capr', 'kubur', 'tunda', 'milu', 'demokrasi', 'selamat']"
kelompok yg tunda milu bukti kalah    ,negatif,kelompok yang tunda milu bukti kalah,"['kelompok', 'yang', 'tunda', 'milu', 'bukti', 'kalah']","['kelompok', 'yang', 'tunda', 'milu', 'bukti', 'kalah']"
emang nunda milu presiden udah bilang taaf konatitusi bicara tunda milu sehat gak,negatif,memang nunda milu presiden sudah bilang taaf konatitusi bicara tunda milu sehat tidak,"['memang', 'nunda', 'milu', 'presiden', 'sudah', 'bilang', 'taaf', 'konatitusi', 'bicara', 'tunda', 'milu', 'sehat', 'tidak']","['memang', 'nunda', 'milu', 'presiden', 'sudah', 'bilang', 'taaf', 'konatitusi', 'bicara', 'tunda', 'milu', 'sehat', 'tidak']"
usung ganjar milu tunda isu periode langsung hilang milu,positif,usung ganjar milu tunda isu periode langsung hilang milu,"['usung', 'ganjar', 'milu', 'tunda', 'isu', 'periode', 'langsung', 'hilang', 'milu']","['usung', 'ganjar', 'milu', 'tunda', 'isu', 'period', 'langsung', 'hilang', 'milu']"
andi arief ganjar capres kubur tunda milu demokrasi selamat,positif,andi arief ganjar capres kubur tunda milu demokrasi selamat,"['andi', 'arief', 'ganjar', 'capres', 'kubur', 'tunda', 'milu', 'demokrasi', 'selamat']","['andi', 'arief', 'ganjar', 'capr', 'kubur', 'tunda', 'milu', 'demokrasi', 'selamat']"
mimpi periode pupus tinggal usaha tunda milu panjang jabat,positif,mimpi periode pupus tinggal usaha tunda milu panjang jabat,"['mimpi', 'periode', 'pupus', 'tinggal', 'usaha', 'tunda', 'milu', 'panjang', 'jabat']","['mimpi', 'period', 'pupu', 'tinggal', 'usaha', 'tunda', 'milu', 'panjang', 'jabat']"
pasca bukti loyalitas tolak israel tiket capres moga jokowi periode tundapemilu tamat,positif,pasca bukti loyalitas tolak israel tiket capres moga jokowi periode tundapemilu tamat,"['pasca', 'bukti', 'loyalitas', 'tolak', 'israel', 'tiket', 'capres', 'moga', 'jokowi', 'periode', 'tundapemilu', 'tamat']","['pasca', 'bukti', 'loyalita', 'tolak', 'israel', 'tiket', 'capr', 'moga', 'jokowi', 'period', 'tundapemilu', 'tamat']"
mas soale yen usum pangan enak ngene biasane lalai tikung tikung milu tunda opo periode yen wes ngene tinggal loyan ambe partai opo ngajak tukar mbok menowo lho,positif,mas soale yen usum pangan enak ngene biasane lalai tikung tikung milu tunda opo periode yen wes ngene tinggal loyan ambe partai opo mengajak tukar mbok menowo lho,"['mas', 'soale', 'yen', 'usum', 'pangan', 'enak', 'ngene', 'biasane', 'lalai', 'tikung', 'tikung', 'milu', 'tunda', 'opo', 'periode', 'yen', 'wes', 'ngene', 'tinggal', 'loyan', 'ambe', 'partai', 'opo', 'mengajak', 'tukar', 'mbok', 'menowo', 'lho']","['ma', 'soal', 'yen', 'usum', 'pangan', 'enak', 'ngene', 'biasan', 'lalai', 'tikung', 'tikung', 'milu', 'tunda', 'opo', 'period', 'yen', 'we', 'ngene', 'tinggal', 'loyan', 'amb', 'partai', 'opo', 'mengajak', 'tukar', 'mbok', 'menowo', 'lho']"
sy curiga bangsa sdh gadai aset sdh gadai tutup ngotot periode tunda milu,positif,saya curiga bangsa sudah gadai aset sudah gadai tutup ngotot periode tunda milu,"['saya', 'curiga', 'bangsa', 'sudah', 'gadai', 'aset', 'sudah', 'gadai', 'tutup', 'ngotot', 'periode', 'tunda', 'milu']","['saya', 'curiga', 'bangsa', 'sudah', 'gadai', 'aset', 'sudah', 'gadai', 'tutup', 'ngotot', 'period', 'tunda', 'milu']"
moga sampe baca peng peng plus peng adalagi impor ikan an nehh hehehe lumayan biaya tunda milu yaa heheh,positif,moga sampai baca peng peng plus peng adalagi impor ikan an nehh hehehe lumayan biaya tunda milu ya heheh,"['moga', 'sampai', 'baca', 'peng', 'peng', 'plus', 'peng', 'adalagi', 'impor', 'ikan', 'an', 'nehh', 'hehehe', 'lumayan', 'biaya', 'tunda', 'milu', 'ya', 'heheh']","['moga', 'sampai', 'baca', 'peng', 'peng', 'plu', 'peng', 'adalagi', 'impor', 'ikan', 'an', 'nehh', 'heheh', 'lumayan', 'biaya', 'tunda', 'milu', 'ya', 'heheh']"
ketua mpr milu tunda,positif,ketua mpr milu tunda,"['ketua', 'mpr', 'milu', 'tunda']","['ketua', 'mpr', 'milu', 'tunda']"
pn jakpus perintah kpu tunda milu beritaterkini bukanberitabiasa sindonews news,positif,pn jakpus perintah kpu tunda milu beritaterkini bukanberitabiasa sindonews news,"['pn', 'jakpus', 'perintah', 'kpu', 'tunda', 'milu', 'beritaterkini', 'bukanberitabiasa', 'sindonews', 'news']","['pn', 'jakpu', 'perintah', 'kpu', 'tunda', 'milu', 'beritaterkini', 'bukanberitabiasa', 'sindonew', 'news']"
tau yg tunda milu coblos nya ganjar prabowo,positif,tau yang tunda milu coblos nya ganjar prabowo,"['tau', 'yang', 'tunda', 'milu', 'coblos', 'nya', 'ganjar', 'prabowo']","['tau', 'yang', 'tunda', 'milu', 'coblo', 'nya', 'ganjar', 'prabowo']"
sisa tunda milu,positif,sisa tunda milu,"['sisa', 'tunda', 'milu']","['sisa', 'tunda', 'milu']"
sisa tunda milu,positif,sisa tunda milu,"['sisa', 'tunda', 'milu']","['sisa', 'tunda', 'milu']"
akan kpu sengaja nya usaha tunda milu,negatif,akan kpu sengaja nya usaha tunda milu,"['akan', 'kpu', 'sengaja', 'nya', 'usaha', 'tunda', 'milu']","['akan', 'kpu', 'sengaja', 'nya', 'usaha', 'tunda', 'milu']"
rakyat dukun     persen milu tunda milu           ,positif,rakyat dukun persen milu tunda milu,"['rakyat', 'dukun', 'persen', 'milu', 'tunda', 'milu']","['rakyat', 'dukun', 'persen', 'milu', 'tunda', 'milu']"
kpu ri biadap jurdil verifikasi faktual prim dpp aju gugat ma putus milu wajib tunda milu menangkanpancadila,negatif,kpu ri biadap jurdil verifikasi faktual prim dpp aju gugat sama putus milu wajib tunda milu menangkanpancadila,"['kpu', 'ri', 'biadap', 'jurdil', 'verifikasi', 'faktual', 'prim', 'dpp', 'aju', 'gugat', 'sama', 'putus', 'milu', 'wajib', 'tunda', 'milu', 'menangkanpancadila']","['kpu', 'ri', 'biadap', 'jurdil', 'verifikasi', 'faktual', 'prim', 'dpp', 'aju', 'gugat', 'sama', 'putu', 'milu', 'wajib', 'tunda', 'milu', 'menangkanpancadila']"
ya laga tunda jarang yg tanding tonton wkwk dgn alesan aman sibuk ngamanin milu    ,negatif,ya laga tunda jarang yang tanding tonton wkwk dengan alesan aman sibuk ngamanin milu,"['ya', 'laga', 'tunda', 'jarang', 'yang', 'tanding', 'tonton', 'wkwk', 'dengan', 'alesan', 'aman', 'sibuk', 'ngamanin', 'milu']","['ya', 'laga', 'tunda', 'jarang', 'yang', 'tand', 'tonton', 'wkwk', 'dengan', 'alesan', 'aman', 'sibuk', 'ngamanin', 'milu']"
strategi lamar dukung capres yg indikasi menang pilpres biar anggap kritis thdp rezim jokowi periode hasil tunda milu hasil ttp diam so hrs harga mes,positif,strategi lamar dukung capres yang indikasi menang pilpres biar anggap kritis terhadap rezim jokowi periode hasil tunda milu hasil tetap diam sok harus harga mes,"['strategi', 'lamar', 'dukung', 'capres', 'yang', 'indikasi', 'menang', 'pilpres', 'biar', 'anggap', 'kritis', 'terhadap', 'rezim', 'jokowi', 'periode', 'hasil', 'tunda', 'milu', 'hasil', 'tetap', 'diam', 'sok', 'harus', 'harga', 'mes']","['strategi', 'lamar', 'dukung', 'capr', 'yang', 'indikasi', 'menang', 'pilpr', 'biar', 'anggap', 'kriti', 'terhadap', 'rezim', 'jokowi', 'period', 'hasil', 'tunda', 'milu', 'hasil', 'tetap', 'diam', 'sok', 'haru', 'harga', 'me']"
isu papua dipanasin isu covid muncul perintah keluar statement    milu tunda ya papua ga stabil perang       milu tunda ya covid lagi  ,positif,isu papua dipanasin isu covid muncul perintah keluar statement milu tunda ya papua tidak stabil perang milu tunda ya covid lagi,"['isu', 'papua', 'dipanasin', 'isu', 'covid', 'muncul', 'perintah', 'keluar', 'statement', 'milu', 'tunda', 'ya', 'papua', 'tidak', 'stabil', 'perang', 'milu', 'tunda', 'ya', 'covid', 'lagi']","['isu', 'papua', 'dipanasin', 'isu', 'covid', 'muncul', 'perintah', 'keluar', 'statement', 'milu', 'tunda', 'ya', 'papua', 'tidak', 'stabil', 'perang', 'milu', 'tunda', 'ya', 'covid', 'lagi']"
kasih mosi percaya cuci tangan baik pintu mosi percaya dorong lbh cepat lbh mosi tdk percaya tunda milu manuver ter,positif,kasih mosi percaya cuci tangan baik pintu mosi percaya dorong lebih cepat lebih mosi tidak percaya tunda milu manuver ter,"['kasih', 'mosi', 'percaya', 'cuci', 'tangan', 'baik', 'pintu', 'mosi', 'percaya', 'dorong', 'lebih', 'cepat', 'lebih', 'mosi', 'tidak', 'percaya', 'tunda', 'milu', 'manuver', 'ter']","['kasih', 'mosi', 'percaya', 'cuci', 'tangan', 'baik', 'pintu', 'mosi', 'percaya', 'dorong', 'lebih', 'cepat', 'lebih', 'mosi', 'tidak', 'percaya', 'tunda', 'milu', 'manuv', 'ter']"
biar tunda milu basi,negatif,biar tunda milu basi,"['biar', 'tunda', 'milu', 'basi']","['biar', 'tunda', 'milu', 'basi']"
milu tunda sah,positif,milu tunda sah,"['milu', 'tunda', 'sah']","['milu', 'tunda', 'sah']"
ujung nya makan lulus facultas hukum sih hakim dipn jakpus milu tunda pn gado gus nur n bt tangkap nista agama sidang ijazah palsu n vonis sebar berita bohong palsu rusak hukum mahpud kmana,negatif,ujung nya makan lulus facultas hukum sih hakim dipn jakpus milu tunda pn gado gus nur n buat tangkap nista agama sidang ijazah palsu n vonis sebar berita bohong palsu rusak hukum mahpud kemana,"['ujung', 'nya', 'makan', 'lulus', 'facultas', 'hukum', 'sih', 'hakim', 'dipn', 'jakpus', 'milu', 'tunda', 'pn', 'gado', 'gus', 'nur', 'n', 'buat', 'tangkap', 'nista', 'agama', 'sidang', 'ijazah', 'palsu', 'n', 'vonis', 'sebar', 'berita', 'bohong', 'palsu', 'rusak', 'hukum', 'mahpud', 'kemana']","['ujung', 'nya', 'makan', 'lulu', 'faculta', 'hukum', 'sih', 'hakim', 'dipn', 'jakpu', 'milu', 'tunda', 'pn', 'gado', 'gu', 'nur', 'n', 'buat', 'tangkap', 'nista', 'agama', 'sidang', 'ijazah', 'palsu', 'n', 'voni', 'sebar', 'berita', 'bohong', 'palsu', 'rusak', 'hukum', 'mahpud', 'kemana']"
ok covid tingkat milu tunda cuakssd,negatif,ok covid tingkat milu tunda cuakssd,"['ok', 'covid', 'tingkat', 'milu', 'tunda', 'cuakssd']","['ok', 'covid', 'tingkat', 'milu', 'tunda', 'cuakssd']"
anies tuntut periksa formula e tdk unsur korupsi krn anggap rugi negara bagaimama dng yg presiden kepingin babget tunda milu biar gak perkara raky,negatif,anies tuntut periksa formula e tidak unsur korupsi karena anggap rugi negara bagaimama dengan yang presiden pengin banget tunda milu biar tidak perkara raky,"['anies', 'tuntut', 'periksa', 'formula', 'e', 'tidak', 'unsur', 'korupsi', 'karena', 'anggap', 'rugi', 'negara', 'bagaimama', 'dengan', 'yang', 'presiden', 'pengin', 'banget', 'tunda', 'milu', 'biar', 'tidak', 'perkara', 'raky']","['ani', 'tuntut', 'periksa', 'formula', 'e', 'tidak', 'unsur', 'korupsi', 'karena', 'anggap', 'rugi', 'negara', 'bagaimama', 'dengan', 'yang', 'presiden', 'pengin', 'banget', 'tunda', 'milu', 'biar', 'tidak', 'perkara', 'raki']"
jos dpp prima rapat baris aju gugat ma amp dkpp tuda milu milu harga mati     persen masyalat akar rumput dukun penu milu tunda            ,positif,jos dpp prima rapat baris aju gugat sama amp dkpp tuda milu milu harga mati persen masyalat akar rumput dukun penu milu tunda,"['jos', 'dpp', 'prima', 'rapat', 'baris', 'aju', 'gugat', 'sama', 'amp', 'dkpp', 'tuda', 'milu', 'milu', 'harga', 'mati', 'persen', 'masyalat', 'akar', 'rumput', 'dukun', 'penu', 'milu', 'tunda']","['jo', 'dpp', 'prima', 'rapat', 'bari', 'aju', 'gugat', 'sama', 'amp', 'dkpp', 'tuda', 'milu', 'milu', 'harga', 'mati', 'persen', 'masyalat', 'akar', 'rumput', 'dukun', 'penu', 'milu', 'tunda']"
pantesan surya paloh ngomong waspada grand desain tunda milu,positif,pantesan surya paloh mengomong waspada grand desain tunda milu,"['pantesan', 'surya', 'paloh', 'mengomong', 'waspada', 'grand', 'desain', 'tunda', 'milu']","['pantesan', 'surya', 'paloh', 'mengomong', 'waspada', 'grand', 'desain', 'tunda', 'milu']"
curang kpu partai prima kasasi tunda milu    cnn indonesia,negatif,curang kpu partai prima kasasi tunda milu cnn indonesia,"['curang', 'kpu', 'partai', 'prima', 'kasasi', 'tunda', 'milu', 'cnn', 'indonesia']","['curang', 'kpu', 'partai', 'prima', 'kasasi', 'tunda', 'milu', 'cnn', 'indonesia']"
adil hakim dg hakin tunda milu kali ye                   ,negatif,adil hakim dengan hakin tunda milu kali ye,"['adil', 'hakim', 'dengan', 'hakin', 'tunda', 'milu', 'kali', 'ye']","['adil', 'hakim', 'dengan', 'hakin', 'tunda', 'milu', 'kali', 'ye']"
nongol nih barang proxy curang kpu partai prima kasasi tunda milu,negatif,nongol nih barang proxy curang kpu partai prima kasasi tunda milu,"['nongol', 'nih', 'barang', 'proxy', 'curang', 'kpu', 'partai', 'prima', 'kasasi', 'tunda', 'milu']","['nongol', 'nih', 'barang', 'proxi', 'curang', 'kpu', 'partai', 'prima', 'kasasi', 'tunda', 'milu']"
curang kpu partai prima kasasi tunda milu,negatif,curang kpu partai prima kasasi tunda milu,"['curang', 'kpu', 'partai', 'prima', 'kasasi', 'tunda', 'milu']","['curang', 'kpu', 'partai', 'prima', 'kasasi', 'tunda', 'milu']"
